Submitter,Terminal Owner Name,TERMINAL ID,Address,TERMINAL CITY/TOWN/LOCALITY,TERMINAL COUNTY/PROVINCE,TERMINAL POSTAL CODE,TERMINAL COUNTRY,TERMINAL GEO COORDINATES
Shell,BotanyBay B Vopak depot,TAU000001,49 Friendship Road            ,Port Botany              ,,2036,Australia,
Shell,Botn Vopak BitDepot               ,TAU000002,Unwin Street                  ,Granville              ,,2142,Australia,
Shell,Kwinana Coogee depot,TAU000003,Patterson Road                ,Kwinana                  ,,6167,Australia,
Shell,Hobart Caltex depot       ,TAU000004,Selfs Point Road,New Town,,7008,Australia,
Shell,DarwinEArm Vopak depot,TAU000005,780 Berrimah Road,East Arm                 ,,828,Australia,
Shell,Shell/BP Newcastle         ,TAU000006,5 Chatham Road       ,Hamilton      ,,2303,Australia,
Shell,Shell/Caltex Pt Hedland,TAU000007,Wilson Street,Port Hedland             ,,6721,Australia,
Shell,Newcastle Stolthv depot,TAU000008,,Newcastle                ,,2300,Australia,
Shell,Birkenhead Mobil depot,TAU000009,Elder Road,Birkenhead           ,,5015,Australia,
Shell,Gladstone BP depot        ,TAU000010,McLintock Street,Gladstone,,4680,Australia,
Shell,Geelong,TAU000011,,Geelong,,,Australia,
Shell,Shell Austria GmbH - Linz,TAT000001,Am Tankhafen 6,Linz,,A-4020,Austria,
Shell,Shell Austria GmbH - Lobau,TAT000002,Lobgrundstrasse 3,Wien,,A-1220,Austria,
OMV,OMV R&M GmbH,TAT000003,Mannswörtherstraße 28,Schwechat,,2320,Austria,
OMV,OMV R&M GmbH,TAT000004,Lobgrundstraße 2,Lobau,,1223,Austria,
OMV,OMV R&M GmbH,TAT000005,Wienerstraße 5,St. Valentin,,4300,Austria,
DCC Energy Austria,DCC Energy Austria GmbH - Graz,TAT000006,Alte Poststraße 400,Graz,,8055,Austria,
DCC Energy Austria,DCC Energy Austria GmbH - Klagenfurt,TAT000007,Flatschacherstraße 87,Klagenfurt,,9020,Austria,
DCC Energy Austria,DCC Energy Austria GmbH - Innsbruck,TAT000008,Karwendelstraße 3,Innsbruck,,6020,Austria,
OMV,OMV R&M GmbH,TAT000009,,Schwechat,,2320,Austria,
Shell,TBG,TAT000010,,Salzburg,,,Austria,
Argos,Argos (Varo),TBE000001,Wiedauwkaai 75,Ghent,Oost-Vlaanderen,B-9000,Belgium,
Argos,Argos (Varo),TBE000002,Aarschotseweg 26,Herentals,Antwerpen,B-2200,Belgium,
Argos,Argos (Varo),TBE000003,Schaarbeeklei 600,Vilvoorde,Vlaams-Brabant,B-1800,Belgium,
Argos,Argos (Varo),TBE000004,Herderstraat 8,Hasselt,Limburg,B-3500,Belgium,
Argos,Argos (Varo),TBE000005,Pathoekeweg 74,Brugge,West-Vlaanderen,B-8000,Belgium,
Argos,Argos (Varo),TBE000006,Bossuitstraat 9,Bossuit-Avelgem,West-Vlaanderen,B-8583,Belgium,
ExxonMobil,ExxonMobil,TBE000007,Scheldelaan,Antwerpen,,B-2030,Belgium,
ExxonMobil,ExxonMobil,TBE000008,Rue Ernest Solvay 339,SCLESSIN,,B-4000,Belgium,
ExxonMobil,ExxonMobil,TBE000009,Rue de l'Ancienne Poetnce 18,TOURNAI,,B-7501,Belgium,
Vopak,Vopak Terminal ACS,TBE000010,Scheldelaan 410 Port no. 503,Antwerpen,,B-2040,Belgium,
Vopak,Vopak Terminal Linkeroever,TBE000011,Haandorpweg Port no. 1313,Kallo,,B-9130,Belgium,
Vopak,Vopak Terminal Eurotank,TBE000012,Industrieweg 16 Port no. 399,Antwerpen,,B-2030,Belgium,
Argos,Argos (Varo),TBE000013,Pantserschipstraat 301,Ghent,Oost-Vlaanderen,B-9000,Belgium,
Argos,Alca,TBE000014,D’Herbouvillekaai 103,Antwerpen,,B-2020,Belgium,
Argos,BML,TBE000015,Rue du Dossay 2,Liège,,B-4020,Belgium,
Argos,Vesta,TBE000016,Scheldelaan 470,Antwerpen,,B-2040,Belgium,
ExxonMobil,Total,TBE000017,,Feluy,,,Belgium,
ExxonMobil,LukOil,TBE000018,,Neder-over-Heembeek,,B-1120,Belgium,
ExxonMobil,Total,TBE000019,,Wandre,,,Belgium,
ExxonMobil,UniTank,TBE000020,Regenbeekstraat 60,Roeselare,,8800,Belgium,
ExxonMobil,Total,TBE000021,Hendrik Baelskaai 10a,Oostende,,8400,Belgium,
Argos,Argos (Varo),TBE000022,Wondelgemkaai 142,Ghent,Oost-Vlaanderen,B-9000,Belgium,
Argos,Argos (Varo),TBE000023,Rue de Berloz 3,Liege,Liege,B-4000,Belgium,
Argos,Argos (Varo),TBE000024,Kanaaldijk 3,Brussel (Anderlecht),Bruxelles,B-1070,Belgium,
Shell,PPST (Joint Q8/Delek),TBE000025,Avenue de l'Indépendance 93,Wandre,,4020,Belgium,
Varo Energy,Total,TBE000026,Scheldelaan 14,Antwerpen,Antwerpen,2030,Belgium,
ExxonMobil,ExxonMobil,TCA000001,2225 IOCO RD,IOCO,British Columbia,V3H 3C8,Canada,
ExxonMobil,ExxonMobil (Refinery),TCA000002,3910 92 AVE,EDMONTON,Alberta,T6C 4G3,Canada,
ExxonMobil,ExxonMobil,TCA000003,18 RUE RETTY,SEPT-ILES,Quebec,G4R 4K9,Canada,
ExxonMobil,Husky,TCA000004,5310  52 ST,LLOYDMINSTER,Alberta,T9V 0R7,Canada,
ExxonMobil,Chevron,TCA000005,PORT HARDY,PORTHARDY,British Columbia,V0N 2P0,Canada,
ExxonMobil,ExxonMobil,TCA000006,1150 FINCH AVE W,DOWNSVIEW,Ontario,M3J 2E4,Canada,
ExxonMobil,ExxonMobil,TCA000007,7 CONNORS ROAD,CORNERBROOK,Newfoundland and Labrador,A2H 3G5,Canada,
ExxonMobil,ExxonMobil,TCA000008,585 PLEASANT ST,DARTMOUTH,Nova Scotia,B2Y 3Z7,Canada,
ExxonMobil,ExxonMobil,TCA000009,1 GEORGE ST,SYDNEY,Nova Scotia,B1P 6H4,Canada,
ExxonMobil,ExxonMobil,TCA000010,CONCESSION RD 3,NANTICOKE,Ontario,N0A 1L0,Canada,
ExxonMobil,ExxonMobil,TCA000011,1961 MERIVALE ROAD,NEPEAN,Ontario,K2G 1G1,Canada,
ExxonMobil,ExxonMobil,TCA000012,675 VIDAL ST S,SARNIA,Ontario,N7T 7J2,Canada,
ExxonMobil,ExxonMobil,TCA000013,52 BLACK ROAD,SAULTSTEMARIE,Ontario,P6A 6J8,Canada,
ExxonMobil,ExxonMobil,TCA000014,1160 KELLY LAKE RD,SAULTSTEMARIE,Ontario,P3E 5P4,Canada,
ExxonMobil,ExxonMobil,TCA000015,9910 BARLOW TRAIL SE,CALGARY,Alberta,T2J 2V2,Canada,
ExxonMobil,ExxonMobil,TCA000016,550 MCDONALD ST,REGINA,Saskatchewan,S4N 4X2,Canada,
ExxonMobil,ExxonMobil,TCA000017,2925  HENDERSON HWY,WINNIPEG,Manitoba,R2E 0E9,Canada,
ExxonMobil,ExxonMobil,TCA000018,3232 UNDERHILL AVE,BURNABY,British Columbia,V5A 3C7,Canada,
ExxonMobil,ExxonMobil,TCA000019,2000 ZORKIN RD,NANAIMO,British Columbia,V9R 5L3,Canada,
ExxonMobil,Suncor Canada,TCA000020,9955  BARNETT HHY,PORTMOODY,British Columbia,V3H 3E1,Canada,
ExxonMobil,COOP,TCA000021,9TH AVE N,REGINA,Saskatchewan,S4P 3A1,Canada,
ExxonMobil,Chevron,TCA000022,COBBLE HILL,COBBLEHILL,British Columbia,V0R 1L1,Canada,
ExxonMobil,Suncor Canada,TCA000023,MONTREAL,MONTREAL,Quebec,H1B 1A1,Canada,
ExxonMobil,Suncor Canada,TCA000024,715 MCPHERSON ROAD,OAKVILLE,Ontario,L6L 6S9,Canada,
ExxonMobil,Valero,TCA000025,LT 29 CONCESSION 1 MAITLAND RD,MAITLAND,Ontario,K0E 1P0,Canada,
ExxonMobil,Shell Canada,TCA000026,CHEMAINUS,CHEMAINUS,British Columbia,V0R 1K0,Canada,
ExxonMobil,ExxonMobil,TCA000027,S E 8-1-1W,GRETNA,Manitoba,R0G 0V0,Canada,
ExxonMobil,ExxonMobil,TCA000028,165 CH PRINCIPAL,CAP-AUX-MEULES,Quebec,G4T 1C4,Canada,
ExxonMobil,Suncor Canada,TCA000029,9  LEBRUN ST,RIMOUSKI,Quebec,G5L 2P8,Canada,
ExxonMobil,Suncor Canada,TCA000030,1985  MERIVALE RD,NEPEAN,Ontario,K2G 1G1,Canada,
ExxonMobil,Suncor Canada,TCA000031,300  106TH ST MISSION ISLAND,THUNDERBAY,Ontario,P7C 4W4,Canada,
ExxonMobil,Suncor Canada,TCA000032,HIGHWAY 16A,EDMONTON,Alberta,T5J 2N9,Canada,
ExxonMobil,Suncor Canada,TCA000033,2230 11TH ST W,SASKATOON,Saskatchewan,OON SK,Canada,
ExxonMobil,Suncor Canada,TCA000034,295  TRANQUILLE HWY,KAMLOOPS,British Columbia,V2B 7W2,Canada,
ExxonMobil,Suncor Canada,TCA000035,1605 STEWARD AVE,NANAIMO,British Columbia,V9S 4E4,Canada,
ExxonMobil,Shell Canada,TCA000036,3975 KEELE STREET,DOWNSVIEW,Ontario,M3J 1P1,Canada,
ExxonMobil,Shell Canada,TCA000037,1250  SYDENHAM RD,KINGSTON,Ontario,K7M 3L9,Canada,
ExxonMobil,Shell Canada,TCA000038,ST CLAIR PARKWAY VIDAL & CLIF,SARNIA,Ontario,N7T 2L8,Canada,
ExxonMobil,Shell Canada,TCA000039,251  92ND AVE,EDMONTON,Alberta,T6P 1V9,Canada,
ExxonMobil,Shell Canada,TCA000040,212  PANET RD,WINNIPEG,Manitoba,R3C 3A8,Canada,
ExxonMobil,Shell Canada,TCA000041,2751  UNDERHILL AVE,BURNABY,British Columbia,V5A 3C6,Canada,
ExxonMobil,Valero,TCA000042,7000  MARIEN,MONTREAL,Quebec,H1B 4W3,Canada,
ExxonMobil,Valero,TCA000043,165  CH DES ILES,LEVIS,Quebec,G6V 7M5,Canada,
ExxonMobil,Valero,TCA000044,2534  RANGST-MARTIN,CHICOUTIMI,Quebec,G7H 5G4,Canada,
ExxonMobil,Suncor Canada,TCA000045,1132  FINCH AVE WEST,TORONTO,Ontario,M3J 2E2,Canada,
ExxonMobil,Suncor Canada,TCA000046,2080  OXFORD ST E,LONDON,Ontario,N5V 2Z8,Canada,
ExxonMobil,Chevron,TCA000047,COBBLE HILL,COBBLE HILL,British Columbia,V0R 1L1,Canada,
ExxonMobil,Husky,TCA000048,2542  PULPMILL RD,PRINCE GEORGE,,V2L 4V4,Canada,
ExxonMobil,Valero,TCA000049,21  HAY LANE,CHATHAM,New Brunswick,E1N 3A6,Canada,
ExxonMobil,Irving,TCA000050,10  SYDNEY ST,SAINT JOHN,New Brunswick,E2L 4K1,Canada,
ExxonMobil,Irving,TCA000051,SOUTHSIDE RD,ST. JOHNS,Newfoundland and Labrador,A1B 4A3,Canada,
ExxonMobil,Shell Canada,TCA000052,1010  MCNAB ST,SAULT STE. MARIE,Ontario,P6B 6J1,Canada,
ExxonMobil,Valero,TCA000053,PETLEY ST,CORNER BROOK,Newfoundland and Labrador,A2H 6C2,Canada,
ExxonMobil,Irving,TCA000054,GRAFTON ST,CHARLOTTETOWN,Prince Edward Island,C1A 7K1,Canada,
ExxonMobil,Petroles Harnois,TCA000055,212  HUMPHREY ROAD,LABRADOR CITY,Newfoundland and Labrador,A2V 2K7,Canada,
ExxonMobil,Husky,TCA000056,HIGHWAY 16 E,LLOYDMINSTER,Saskatchewan,S9V 1M6,Canada,
ExxonMobil,Norcan,TCA000057,6370  RUE NOTRE-DAME EST,MONTREAL,Quebec,H1N 2E1,Canada,
ExxonMobil,Enbridge,TCA000058,HWY 63 N,MCMURRAY,Alberta,T9H 3E3,Canada,
ExxonMobil,Valero,TCA000059,21  RUE DU QUAI,GASPE,Quebec,G4X 2E3,Canada,
ExxonMobil,CN,TCA000060,HWY 69 E,FORT MCMURRAY,Alberta,T9H 5R3,Canada,
Irving,Irving,TCA000061,625 Edinburgh Dr,Moncton,New Brunswick,,Canada,
ExxonMobil,ExxonMobil,TCA000062,121 Tank Farm Rd,Belleville,Ontario,K0K 1K0,Canada,
ExxonMobil,ExxonMobil,TCA000063,42099 Mackenzie Hwy,Hay River,Northwest Territories,X0E 0R9,Canada,
ExxonMobil,ExxonMobil (Terminal),TCA000064,3014  101ST AVE,EDMONTON,Alberta,T6C 4G3,Canada,
ExxonMobil,Shell (Terminal),TCA000065,10605 Henri Bourassa,Montreal,,,Canada,
ExxonMobil,Shell (Refinery),TCA000066,10501  SHERBROOKE ST E,MONTREAL,,,Canada,
Chevron,Chevron,TCA000067,4403 Eton St,Burnaby,British Columbia,V5C1V1,Canada,
ExxonMobil,Irving,TCA000068,440 Pleasant St,DARTMOUTH,Nova Scotia,B2Y3S5,Canada,
ExxonMobil,ExxonMobil,TCA000069,930 DOUGLAS ST,BRANDON,MB,R7A 7B2,Canada,
ExxonMobil,ExxonMobil,TCA000070,801 7TH AVE,BOW ISLAND,AB,T0K 0G0,Canada,
ExxonMobil,ExxonMobil,TCA000071,1100 6TH AVE E AT 10TH ST,PRINCE ALBERT,SK,S6V 5R4,Canada,
ExxonMobil,ExxonMobil,TCA000072,225 RAILWAY AVE,STOUGHTON,SK,S0G 4T0,Canada,
ExxonMobil,ExxonMobil,TCA000073,8132 EDGAR INDUSTRIEL CLOSE,RED DEER,AB,T4P 3R4,Canada,
ExxonMobil,ExxonMobil,TCA000074,HWY 4 N & FORREST HALL RD,NORTH BATTLEFORD,SK,S9A 3W1,Canada,
ExxonMobil,ExxonMobil,TCA000075,5203 63 AVE,LLOYDMINSTER,AB,T9V 1N4,Canada,
ExxonMobil,ExxonMobil,TCA000076,14255 100 ST,GRANDE PRAIRIE,AB,T8V 7C1,Canada,
ExxonMobil,ExxonMobil,TCA000077,SOUTH BYPASS,PORTAGE LA PRAIRIE,MB,R1N 3B7,Canada,
ExxonMobil,ExxonMobil,TCA000078,5415 51ST AVE,VIKING,AB,T0B 4N0,Canada,
ExxonMobil,ExxonMobil,TCA000079,HWY 1,VIRDEN,MB,R0M 2C0,Canada,
ExxonMobil,ExxonMobil,TCA000080,441 MAIL ST,ARBORG,MB,R0C 0A0,Canada,
ExxonMobil,ExxonMobil,TCA000081,1204 MAIN ST N MCKENZIE HWY,MANNING,AB,T0H 2M0,Canada,
ExxonMobil,ExxonMobil,TCA000082,RAILWAY AVE,RAYMORE,SK,S0A 3J0,Canada,
ExxonMobil,ExxonMobil,TCA000083,2 Commercial Cres,Meadow Lake,SK,S0M 1V0,Canada,
Shell,Shell Canada,TCA000084,10326 Barlow Trail SE,CALGARY,AB,,Canada,
Shell,Shell Canada,TCA000085,391 Burlington Street East,Hamilton      ,Ontario,,Canada,
Shell,Shell Canada,TCA000086,369 Hunt Club Road,NEPEAN,Ontario,,Canada,
ExxonMobil,Ultramar Valero,TCA000087,General Delivery,Holyrood,NL,A0A 2R0,Canada,
ExxonMobil,Vopak,TCA000088,2775 Rue Georges V,Montreal EST,QC,H1L 6J7,Canada,
ExxonMobil,Ultramar Valero,TCA000089,Industrial Park Rd,Springdale,NL,A0J 1TO,Canada,
ExxonMobil,Gibson,TCA000090,10534 17 ST NW,Edmonton,AB,T6P 1R2,Canada,
ExxonMobil,Suncor Canada,TCA000091,4420 Keith Avenue,Terrace Bay,BC,V8G1J8,Canada,
ExxonMobil,Westcan Transport Limited Partnership/ Westcan Bulk Transport Ltd,TCA000092,116 Eagle Drive,Yellow Knife,NT,,Canada,
ExxonMobil,North Atlantic Refining Company,TCA000093,,Come by Chance,NL,A0B1N0,Canada,
ExxonMobil,CN,TCA000094,8820 KEELE ST.,Concord,ON,L4K 2N2,Canada,
ExxonMobil,Irving,TCA000095,29 Century Dr,Hebbville,NS,B4V 2W3,Canada,
ExxonMobil,Irving,TCA000096,20 Prospect St,Yarmouth,NS,B5A 4J1,Canada,
ExxonMobil,Irving,TCA000097,489 Stewart St,New Glasgow,NS,B2H 5E7,Canada,
ExxonMobil,Irving,TCA000098,28 Paint St,Port Hawkesbury,NS,B0E 2V0,Canada,
US Development,US Development,TCA000099,423051 Range Rd 92,Hardisty,AB,T0B 1V0,Canada,
ExxonMobil,Elbow River,TCA000100,"34451 Refinery Road, Range Road 11",Bowden,AB,T0M 0K0,Canada,
ExxonMobil,ASIG,TCA000101,Winnipeg Airport,PAPER STATION,MB,,Canada,
ExxonMobil,ASIG,TCA000102,265  LECKIE ST,GLOUCESTER,ON,K1V 1S3,Canada,
ExxonMobil,ASIG,TCA000103,PEARSON INTERNATIONAL AIRPORT,TORONTO,ON,L5P 1A2,Canada,
ExxonMobil,ASIG,TCA000104,438 Cygnet Drive,BEDFORD,NS,B4A 3X3,Canada,
ExxonMobil,ASIG,TCA000105,65 W Brook Circle,DIEPPE,NB,E1A 5K5,Canada,
ExxonMobil,ASIG,TCA000106,Charlottetown Airport,CHARLOTTETOWN,PE,C1A 8C5,Canada,
ExxonMobil,ASIG,TCA000107,8 Beechwood Drive,DOMINION,NS,B0A 1E0,Canada,
ExxonMobil,FSM Management Group,TCA000108,694 Boul Albert de Niverville,DORVAL,QC,H4Y 1G6,Canada,
ExxonMobil,ASIG,TCA000109,EDMONTON INT'L AIRPORT,PAPER STATION,AB,T9E 8E2,Canada,
ExxonMobil,ASIG,TCA000110,2000  AIRPORT RD NE,CALGARY,AB,T2E 6W5,Canada,
ExxonMobil,ExxonMobil,TCA000111,373 St Andrews St,Sarnia,ON,N7T7M5,Canada,
ExxonMobil,ExxonMobil,TCA000112,1 Raven Rd,Norman Wells,NT,X0E0V0,Canada,
ExxonMobil,ExxonMobil,TCA000113,3940 Port Malcolm Rd,Point Tupper,,B0E2V0,Canada,
ExxonMobil,Coop,TCA000114,221005 Range Road 264,Carseland,AB,T0J0M0,Canada,
ExxonMobil,NorthWest Redwater Partnership,TCA000115,56116 Range Road 220,Sturgeon County,AB,T0A2W0,Canada,
ExxonMobil,Rail,TCA000116,6917 Hwy 95,Kingsgate,BC,V0B 1V1,Canada,
Shell,Shell,TCA000117,201 Kensington Avenue,Burnaby,BC,V5B 4B2,Canada,
ExxonMobil,Vancouver Airport Authority,TCA000118,32403 Grant McConachie Way,Richmond,BC,V7B 1W2,Canada,
ExxonMobil,Plains Midstream Canada,TCA000119,1182 Plank Road,Sarnia,ON,N7T 7H9,Canada,
ExxonMobil,Exchange Petroleum,TCA000120,2000 Wellington Ave,WINNIPEG,MB,R3C 2E9,Canada,
ExxonMobil,YYJ FBO Services,TCA000121,"1640 Electra Blvd, Sidney",VICTORIA,BC,V8W 2L9,Canada,
ExxonMobil,Landmark Aviation,TCA000122,"3211 Grant McConachie Way, Richmond",VANCOUVER,BC,V6B 2P7,Canada,
ExxonMobil,B&W Aviation,TCA000123,750  CRUMLIN RD,LONDON,ON,N5V 3B6,Canada,
ExxonMobil,Lancaster Aviation,TCA000124,3035  TUTOR DRIVE,REGINA,SK,S4W 1B5,Canada,
ExxonMobil,Lancaster Aviation,TCA000125,HGR #10,SASKATOON,SK,S7L 6S1,Canada,
ExxonMobil,MaintAir,TCA000126,100 Princess St,THUNDER BAY,ON,P7B 5E8,Canada,
Gibson Energy,Gibson Energy,TCA000127,10534 17th St N.W.,Edmonton,ON,T6P 1P4,Canada,
Shell,Dansk Shell AS Fredericia,TDK000001,Egeskovvej 265,Fredericia,,7000,Denmark,
Statoil,StatOil,TDK000002,Beredskabsvej 8,Hedehusene,,2640,Denmark,
Statoil,StatOil,TDK000003,Asnesvej 7,Kalundborg,,4400,Denmark,
Statoil,StatOil,TDK000004,Rørdalsvej 38,Aalborg Øst,,9220,Denmark,
Vopak,Vopak E.O.S.,TEE000001,Regati pst 1 ,Tallinn,,11911,Estonia,
Vopak,Vopak Terminal Hamina,TFI000001,Hamina Öljysatamantie 10 ,Hamina,,49460,Finland,
Vopak,Vopak Terminal Mussalo,TFI000002,Mussalo Deep Harbour ,Kotka,,48310,Finland,
BP,Neste Oyj - Kemi,TFI000003,Öljysatamantie 119,Kemi,,94900,Finland,
BP,Neste Oyj - Porvoo,TFI000004,Nesteentie 382-13,Kulloo,,6100,Finland,
ExxonMobil,ExxonMobil,TFR000001,SOCORAIL route du Guigonnet,FOS SUR MER,,13270,France,
ExxonMobil,ExxonMobil,TFR000002,Porte B Depot livreur PJG,PORT JEROME,,76330,France,
ExxonMobil,ExxonMobil,TFR000003,ZI Nord-28 av de Fondeyre,TOULOUSE,,31200,France,
ExxonMobil,ExxonMobil,TFR000004,Route des Pétroles ,VILLENEUVE LE ROI,,94290,France,
ExxonMobil,ExxonMobil,TFR000005,Port Edouard Herriot - 8 Rue d'Arles,LYON  PORT HERRIOT ,,69007,France,
ExxonMobil,DPLC,TFR000006,Vazzio,AJACCIO,,20000,France,
ExxonMobil,RAFFINERIE DU MIDI,TFR000007,4 Rue De La Bouverie,ANNECY GPHS,,74000,France,
ExxonMobil,Depots Petroliers d'Aquitaine,TFR000008,Nouvelle Route D'Ambes,BASSENS,,33530,France,
ExxonMobil,DPLC,TFR000009,BP 4 Lucciana,BASTIA,,20290,France,
ExxonMobil,DPC (Operated by RM),TFR000010,51 Rue Gaston Lamy,CAEN,,14120,France,
ExxonMobil,BOLLORE,TFR000011,RN 77 Nuisement/Cole,CHALON MARNE SFDM,,51240,France,
ExxonMobil,RAFFINERIE DU MIDI,TFR000012,Rue Des Osiers,COIGNERES,,78310,France,
ExxonMobil,RAFFINERIE DU MIDI,TFR000013,10 Rue Des Verriers,DIJON,,21000,France,
ExxonMobil,TOTAL,TFR000014,BP31,DONGES,,44480,France,
ExxonMobil,BP ,TFR000015,BP 303,FRONTIGNAN,,34110,France,
ExxonMobil,SOGEPP,TFR000016,27 Route Du Bassin N6,GENNEVILLIERS,,92230,France,
ExxonMobil,SPLRL,TFR000017,Lotissement Du Malembas,HAUCONCOURT,,57280,France,
ExxonMobil,BOLLORE,TFR000018,8 Rue De Bethencourt BP 2016,LA PALLICE,,,France,
